power_density,thermal_cond_si,boundary_temp,metal_cond_Cu,metal_cond_W,die_thickness,block_power_map,tim_hs_conductance,x,y,hotspot_cx,hotspot_cy,sigma_spot,r_sq,temperature
6.322,109.23,312.59,389.32,158.58,0.301,10.663,0.3944,0.3811,0.5904,0.7856,0.2846,0.0735,0.257169,329.789
6.983,147.78,317.56,376.5,160.17,0.341,3.811,0.843,0.7195,0.6519,0.8599,0.7591,0.1911,0.0312,338.218
6.207,165.18,294.67,396.31,157.78,0.384,13.414,0.6765,0.3362,0.0261,0.4473,0.5698,0.1969,0.307992,308.678
7.414,137.8,316.27,372.19,173.8,0.524,1.39,0.7055,0.2903,0.5487,0.3803,0.6103,0.0945,0.01189,346.862
6.238,113.08,295.84,382.54,161.78,0.704,6.282,0.6907,0.5412,0.5949,0.6068,0.7554,0.1312,0.030068,343.208
7.553,136.88,292.7,350.88,179.36,0.423,12.235,0.3996,0.0237,0.2075,0.8984,0.7099,0.1918,1.017497,316.862
2.352,149.49,308.77,361.92,160.93,0.704,7.906,0.3132,0.0798,0.2083,0.1319,0.1135,0.1923,0.011706,335.373
4.499,153.89,314.02,390.77,155.09,0.418,12.299,0.3962,0.418,0.2762,0.3932,0.3531,0.1502,0.006518,340.82
7.958,136.66,328.32,379.31,177.9,0.675,2.91,0.6919,0.9429,0.7117,0.4925,0.3279,0.1895,0.350192,368.286
5.771,115.22,317.95,397.31,173.48,0.737,4.153,0.6398,0.7215,0.6063,0.8842,0.7396,0.1585,0.044226,360.714
7.15,164.87,313.66,387.64,167.5,0.708,6.285,0.4275,0.0881,0.8458,0.7606,0.1078,0.0732,0.996863,344.698
1.213,154.15,298.58,372.48,175.75,0.669,12.958,0.9513,0.8463,0.2957,0.3378,0.114,0.2055,0.291627,306.221
7.102,118.95,296.08,388.94,178.48,0.319,14.379,0.9432,0.7323,0.9121,0.7263,0.2598,0.1024,0.425545,313.11
5.884,156.83,314.29,373.39,175.84,0.465,1.323,1.1202,0.6109,0.7437,0.2667,0.2858,0.2447,0.328192,332.113
2.195,124.35,298.92,366.51,177.14,0.398,14.136,1.0634,0.8203,0.395,0.5721,0.2327,0.211,0.087928,315.808
1.18,121.87,318.26,352.35,158.14,0.537,10.624,1.0452,0.4041,0.0953,0.132,0.1686,0.2015,0.079435,332.655
2.819,160.42,294.58,393.28,165.33,0.477,7.516,1.0217,0.2215,0.257,0.4395,0.6286,0.2087,0.185587,303.626
7.41,161.13,303.59,370.95,173.86,0.609,4.035,1.0936,0.512,0.9568,0.7132,0.2263,0.1275,0.574016,331.948
5.677,127.89,320.92,384.26,165.78,0.583,4.615,0.7629,0.5488,0.3104,0.3294,0.6089,0.0639,0.137302,348.578
7.436,100.62,323.24,357.65,169.26,0.515,10.131,0.3704,0.5383,0.3299,0.683,0.4669,0.1296,0.039682,368.339
4.123,113.06,303.81,391.45,177.69,0.684,6.596,0.81,0.5651,0.1896,0.3619,0.7878,0.115,0.399075,328.293
7.556,163.65,298.27,391.21,158.86,0.307,0.954,1.0619,0.9487,0.8069,0.1577,0.3153,0.0935,0.867368,312.643
4.241,162.91,328.33,374.11,166.18,0.733,14.508,0.3855,0.9022,0.2756,0.821,0.8886,0.1176,0.382296,348.452
2.43,131.73,320.44,383.61,166.91,0.301,10.153,1.0383,0.8757,0.3303,0.4362,0.5441,0.1825,0.238869,326.698
2.06,121.29,322.28,376.07,160.79,0.526,11.941,0.4238,0.8014,0.4143,0.6916,0.8727,0.0627,0.222115,332.557
7.957,121.19,298.91,377.61,161.05,0.741,9.826,0.3233,0.9434,0.4337,0.5752,0.6198,0.1124,0.170179,347.877
3.337,162.8,306.98,394.44,173.07,0.509,10.851,0.932,0.0985,0.4113,0.6393,0.2907,0.1087,0.306984,317.668
2.12,122.73,292.73,398.35,177.89,0.678,1.069,0.8805,0.2651,0.5037,0.5306,0.3404,0.092,0.097141,304.425
1.059,135.81,294.38,368.37,169.01,0.501,6.143,1.0903,0.4951,0.8145,0.5385,0.2267,0.2296,0.347419,298.359
2.999,151.17,298.84,366.59,164.64,0.725,14.063,0.8965,0.8465,0.8193,0.7939,0.4414,0.2211,0.145598,321.349
7.224,114.66,302.13,365.19,172.51,0.8,14.376,0.5371,0.5052,0.7983,0.553,0.3631,0.1809,0.191664,355.661
4.738,117.77,329.89,388.54,179.93,0.749,13.833,1.1292,0.748,0.1011,0.7471,0.3002,0.2117,0.039645,388.8
5.427,125.06,306.88,386.14,152.47,0.328,14.982,1.1125,0.139,0.7997,0.4576,0.2605,0.1917,0.392273,322.223
7.457,145.8,317.92,352.19,169.55,0.374,1.522,1.1484,0.2524,0.1203,0.8784,0.769,0.0638,0.812666,337.001
4.59,157.22,326.18,354.42,166.68,0.571,1.424,0.9647,0.7318,0.1247,0.1497,0.7712,0.2131,0.756778,342.812
6.868,138.27,299.84,382.31,168.31,0.781,14.025,1.0826,0.1647,0.9479,0.4031,0.5337,0.1417,0.228381,339.441
3.267,109.31,295.79,363.75,150.68,0.503,0.941,0.5169,0.3514,0.8194,0.2428,0.5852,0.1514,0.066649,309.862
7.84,131.24,299.73,354.58,178.67,0.439,13.336,0.8268,0.2649,0.5524,0.3377,0.436,0.2457,0.018852,343.886
1.552,108.94,325.3,370.68,152.56,0.782,13.199,0.5409,0.3499,0.875,0.1974,0.6009,0.2405,0.098379,357.852
6.074,106.18,316.63,393.87,159.22,0.654,8.348,0.5946,0.7083,0.9894,0.4993,0.7303,0.1076,0.110834,353.604
5.624,141.27,308.05,368.32,158.95,0.685,13.265,1.0447,0.3678,0.6106,0.1107,0.4919,0.1245,0.080245,337.888
2.342,166.93,322.81,384.78,171.99,0.355,10.473,0.9395,0.5553,0.6129,0.5676,0.7331,0.055,0.014601,329.07
3.722,158.63,299.47,395.03,170.13,0.431,2.987,1.1336,0.0999,0.7544,0.8512,0.814,0.1346,0.567886,310.48
3.19,154.21,299.57,358.47,151.85,0.552,12.74,1.0041,0.805,0.2321,0.2296,0.8923,0.1081,0.766917,310.558
1.661,150.89,312.69,380.49,154.49,0.668,6.315,0.5615,0.3699,0.1671,0.6263,0.8715,0.0591,0.561881,320.607
5.094,162.8,321.6,395.38,159.56,0.474,3.65,1.0941,0.6485,0.7596,0.3074,0.2989,0.1147,0.32856,335.813
7.956,152.7,300.38,359.67,171.12,0.402,14.669,0.3686,0.7254,0.3449,0.2164,0.5888,0.168,0.318582,321.133
4.917,143.88,298.4,399.44,177.88,0.519,10.429,0.3735,0.2097,0.1351,0.7701,0.3855,0.1285,0.376832,315.883
4.817,125.53,308.96,368.25,159.46,0.512,3.186,0.5459,0.8847,0.3149,0.4783,0.6599,0.0964,0.284208,328.412
1.282,107.07,295.37,360.88,165.77,0.736,13.122,1.0245,0.6162,0.3586,0.1534,0.2598,0.065,0.223981,303.631
1.975,132.27,319.91,391.89,161.18,0.767,12.459,1.1347,0.4287,0.9652,0.5337,0.3215,0.211,0.425364,331.548
4.593,164.73,313.09,373.4,167.32,0.384,1.994,0.8811,0.1823,0.698,0.883,0.8755,0.0941,0.522459,324.081
7.896,140.82,310.5,383.53,168.84,0.44,2.337,1.1354,0.9423,0.5309,0.7437,0.5856,0.2212,0.042462,338.384
7.136,112.92,324.89,374.48,165.55,0.693,3.744,0.8402,0.7551,0.9689,0.545,0.2601,0.1241,0.54643,367.855
3.381,145.43,319.3,382.18,161.67,0.423,13.546,1.139,0.208,0.9031,0.8607,0.4147,0.236,0.664514,328.234
4.801,132.58,295.97,351.77,176.39,0.432,11.016,0.682,0.3377,0.512,0.7418,0.3863,0.2484,0.179068,315.146
4.869,165.2,306.82,367.51,174.06,0.638,13.572,1.175,0.8097,0.9057,0.4581,0.2857,0.1611,0.508017,325.75
5.798,111.27,302.85,382.87,179.95,0.555,12.749,0.4895,0.6957,0.4043,0.4762,0.1474,0.1564,0.11417,335.433
5.814,149.84,322.08,367.54,162.38,0.652,8.228,0.5087,0.7658,0.2304,0.8417,0.8835,0.1221,0.432224,347.118
6.529,147.71,318.76,388.79,151.16,0.336,1.239,0.5202,0.4412,0.2327,0.1362,0.3969,0.2295,0.120017,335.287
1.175,168.85,308.88,398.04,169.54,0.552,10.953,0.4512,0.7165,0.6623,0.3627,0.5366,0.1081,0.140954,313.129
7.606,139.54,322.95,351.87,173.5,0.636,9.446,0.7569,0.3865,0.5011,0.4511,0.4233,0.1682,0.010211,376.016
1.49,161.01,306.4,392.77,178.1,0.537,3.867,0.7886,0.2113,0.659,0.2613,0.6675,0.1747,0.00258,318.328
4.333,101.73,322.14,358.45,150.31,0.364,13.904,1.0008,0.6327,0.6861,0.2421,0.6973,0.2391,0.152715,345.007
7.437,108.6,291.28,395.87,176.39,0.367,10.461,0.5746,0.976,0.0223,0.5012,0.8199,0.1351,0.861657,316.961
4.414,124.22,295.38,397.34,165.5,0.594,12.136,1.12,0.3106,0.054,0.5689,0.356,0.1029,0.157933,315.476
1.445,143.35,320.24,378.46,161.24,0.372,11.754,1.0499,0.461,0.5327,0.4674,0.8842,0.1234,0.123618,326.22
2.605,131.44,294.58,373.95,156.66,0.452,2.341,0.9748,0.674,0.191,0.4255,0.7375,0.1901,0.360336,302.974
5.051,114.19,317.35,387.92,174.42,0.521,4.554,1.1833,0.5415,0.6325,0.6646,0.2524,0.0962,0.159672,341.653
1.615,141.24,318.94,395.9,160.91,0.597,11.54,0.3236,0.8434,0.5522,0.6928,0.502,0.1489,0.025203,337.877
3.966,139.67,316.49,361.62,168.14,0.433,8.962,1.1894,0.7617,0.5858,0.2392,0.3726,0.0592,0.318456,328.438
3.304,136.71,322.73,369.12,165.35,0.503,2.311,0.511,0.0583,0.3025,0.1519,0.51,0.1719,0.051826,336.554
6.706,106.34,310.46,370.88,157.89,0.484,6.639,0.3375,0.9984,0.6398,0.1519,0.3483,0.1493,0.80152,342.046
1.771,164.89,325.88,392.29,173.63,0.349,3.968,0.7038,0.7524,0.8295,0.6879,0.2943,0.1432,0.290595,330.143
5.78,141.46,312.78,356.85,158.95,0.702,11.336,0.9177,0.8639,0.9981,0.1126,0.6936,0.0948,0.657203,342.053
3.846,118.48,310.31,381.15,173.62,0.671,2.495,0.5656,0.6512,0.8384,0.8804,0.513,0.1915,0.158447,334.58
5.114,148.12,310.38,367.55,162.29,0.692,9.391,0.703,0.8563,0.5575,0.6648,0.5398,0.2307,0.03697,351.346
2.439,122.25,326.48,394.28,150.9,0.374,0.907,0.5132,0.1124,0.1934,0.5776,0.4397,0.1117,0.277048,334.781
5.268,135.41,299.75,366.99,173.02,0.559,10.519,0.3012,0.3477,0.6814,0.1256,0.8294,0.2475,0.071256,333.407
5.718,123.88,317.8,398.9,176.98,0.465,1.796,1.1046,0.8764,0.9377,0.1255,0.1377,0.0718,1.203747,339.27
1.492,161.63,299.7,350.78,153.59,0.474,2.365,0.626,0.2017,0.2119,0.4652,0.7271,0.1059,0.334912,303.232
6.77,169.58,293.69,361.98,167.56,0.333,7.451,0.4319,0.0782,0.256,0.4068,0.7452,0.1069,0.347302,307.788
7.029,111.28,328.15,372.87,152.15,0.773,0.656,0.6467,0.7881,0.149,0.3316,0.4134,0.1864,0.278361,376.498
1.445,101.65,295.19,362.82,174.9,0.77,14.682,0.3126,0.8355,0.7367,0.2034,0.1548,0.0679,0.7381,305.905
5.222,115.35,317.45,386.87,179.64,0.504,4.42,0.3724,0.1627,0.4066,0.318,0.7264,0.1679,0.126424,341.208
5.158,141.3,306.98,390.73,164.85,0.727,0.569,0.8017,0.8543,0.0627,0.6079,0.4606,0.236,0.219048,334.013
1.087,112.18,323.48,384.88,159.4,0.465,13.032,0.5028,0.6868,0.8749,0.4187,0.5955,0.2349,0.149975,334.781
3.396,156.8,320.93,398.52,175.37,0.58,1.466,0.8897,0.5201,0.5577,0.3497,0.7434,0.2482,0.063527,334.86
7.782,128.61,295.75,372.8,165.62,0.672,13.179,0.707,0.8303,0.3311,0.8398,0.2333,0.2172,0.009658,367.589
4.888,142.74,308.71,398.99,163.47,0.562,12.082,0.3644,0.4192,0.344,0.3656,0.3926,0.1027,0.00524,347.218
7.532,131.89,291.1,356.23,156.83,0.382,2.255,0.7764,0.194,0.2903,0.8286,0.654,0.083,0.534982,313.935
5.73,163.23,307.18,392.3,168.48,0.49,2.14,0.8701,0.2849,0.4555,0.1648,0.3741,0.062,0.021053,324.732
1.199,102.46,318.01,351.92,168.19,0.68,11.266,0.8019,0.5052,0.337,0.7611,0.3956,0.1159,0.06893,328.85
1.544,151.05,299.29,376.6,157.89,0.69,11.885,0.5295,0.5313,0.5479,0.5093,0.6942,0.239,0.021864,328.77
6.055,145.65,322.4,374.22,156.34,0.469,5.949,0.3251,0.8056,0.7735,0.5076,0.6964,0.1627,0.094744,342.005
4.882,145.47,292.13,392.81,163.16,0.57,13.208,0.677,0.7914,0.6745,0.5773,0.5805,0.1187,0.054664,315.353
1.89,128.98,291.38,385.04,163.52,0.404,3.377,0.8935,0.5814,0.2945,0.6307,0.4293,0.0512,0.020627,295.775
5.298,101.1,291.1,372.05,153.85,0.426,9.357,0.3629,0.7808,0.5287,0.7546,0.4106,0.1651,0.014644,328.877
6.672,148.25,301.2,394.78,158.28,0.372,6.523,1.1254,0.1918,0.8401,0.143,0.3343,0.2431,0.258234,320.32
6.271,158.06,308.68,394.29,154.81,0.519,5.338,0.6081,0.0501,0.0682,0.3504,0.1604,0.2491,0.098698,332.617
2.723,105.97,294.3,351.24,177.04,0.66,8.294,0.6113,0.8736,0.0783,0.4706,0.1366,0.1596,0.165824,311.361
2.807,130.91,329.87,393.55,152.23,0.74,4.89,0.5999,0.0756,0.5562,0.8717,0.8376,0.2155,0.713053,345.887
7.775,111.38,329.98,376.33,176.36,0.572,3.731,1.1098,0.2467,0.6391,0.1489,0.2022,0.0739,0.200474,368.943
7.212,142.77,310.79,391.95,165.84,0.626,8.337,1.1505,0.6953,0.2114,0.416,0.5901,0.2482,0.221444,344.751
3.228,154.99,312.72,359.07,169.96,0.433,8.148,1.1018,0.4094,0.7452,0.726,0.3181,0.1574,0.282628,323.034
6.768,146.67,327.07,357.55,177.7,0.401,12.252,1.0097,0.8763,0.6463,0.8444,0.6089,0.1272,0.002419,361.18
2.132,122.26,320.79,386.11,160.96,0.498,9.934,0.5343,0.298,0.9233,0.7447,0.6572,0.1242,0.270327,328.255
2.378,109.78,296.72,363.77,171.08,0.579,5.352,0.9666,0.0119,0.169,0.8817,0.7278,0.2122,1.068908,310.2
2.268,155.6,321.7,377.94,170.15,0.317,10.47,0.5625,0.3007,0.7514,0.5218,0.1729,0.2367,0.38351,326.186
1.614,122.67,299.24,384.44,179.65,0.346,2.191,0.639,0.5781,0.0836,0.6826,0.1826,0.2444,0.02072,307.496
6.983,101.55,307.21,380.52,151.38,0.615,3.132,0.4293,0.3759,0.5653,0.805,0.7456,0.1696,0.216595,349.223
5.052,140.0,311.3,384.95,163.66,0.4,9.001,0.7748,0.5349,0.5519,0.4315,0.8468,0.1577,0.097643,328.412
2.813,117.27,318.68,381.02,179.69,0.527,8.575,1.026,0.8766,0.3884,0.1649,0.3065,0.1098,0.513253,332.964
6.941,158.88,296.01,368.96,159.84,0.768,8.188,0.9105,0.9125,0.8446,0.1442,0.3462,0.1885,0.838537,329.902
6.619,110.03,293.05,354.52,178.97,0.731,9.696,0.6406,0.266,0.0044,0.8379,0.8345,0.0793,1.016217,337.835
1.707,130.44,324.64,392.77,174.5,0.332,2.737,0.9026,0.4621,0.5202,0.1016,0.7335,0.2482,0.175492,329.81
5.509,117.72,323.07,392.3,160.18,0.329,12.118,0.8704,0.5491,0.2172,0.3537,0.2903,0.2269,0.043545,350.216
6.053,148.27,310.93,350.28,150.87,0.373,13.194,0.7866,0.9491,0.7435,0.7805,0.566,0.1736,0.059929,333.52
6.011,138.4,316.49,392.04,158.41,0.358,8.056,0.5411,0.9986,0.0431,0.418,0.3514,0.1361,0.432238,330.999
6.062,155.37,318.77,357.55,153.71,0.427,10.43,0.3259,0.2354,0.8316,0.2575,0.454,0.2206,0.143067,337.876
2.186,132.1,309.06,366.64,162.85,0.486,12.385,0.3343,0.727,0.8381,0.2045,0.6635,0.1721,0.303473,315.326
3.206,100.34,300.29,370.67,178.19,0.341,9.929,1.1566,0.378,0.8329,0.1278,0.2993,0.2303,0.347346,312.915
6.909,115.06,309.26,383.98,165.38,0.53,6.8,1.0808,0.0081,0.1526,0.6179,0.1595,0.1226,0.371889,340.436
7.289,169.94,328.03,354.62,163.43,0.565,10.407,0.5134,0.0093,0.6304,0.3604,0.8945,0.2206,0.19308,355.462
2.954,128.37,323.51,391.33,156.47,0.631,13.996,0.475,0.4606,0.0144,0.1096,0.4416,0.0508,0.305741,339.786
1.161,143.42,308.62,397.14,168.64,0.503,4.655,0.5728,0.4883,0.848,0.1664,0.6842,0.0869,0.130499,314.343
7.018,163.35,299.02,397.63,163.66,0.448,12.118,0.815,0.0226,0.723,0.7816,0.8981,0.2074,0.606767,317.812
3.64,101.44,325.58,354.59,173.18,0.622,14.962,0.3155,0.6869,0.5312,0.1987,0.1306,0.2053,0.398845,348.6
3.306,146.17,315.53,395.97,165.48,0.756,11.562,1.1029,0.294,0.7306,0.4982,0.455,0.1398,0.117624,334.423
3.429,120.19,306.19,378.39,176.6,0.498,5.005,0.9971,0.5599,0.0943,0.3775,0.1155,0.0848,0.0337,322.129
3.91,119.55,294.47,386.35,173.49,0.447,2.271,0.7755,0.3009,0.5287,0.2621,0.6199,0.0602,0.009824,309.237
3.648,115.74,320.07,396.53,154.35,0.659,8.396,1.0791,0.1671,0.2913,0.1999,0.2329,0.116,0.004476,362.646
4.965,157.59,302.68,383.05,154.08,0.739,2.186,0.7937,0.4072,0.9726,0.6111,0.8522,0.1776,0.056097,328.462
1.553,126.11,314.25,372.84,150.73,0.78,7.194,0.3798,0.2323,0.8571,0.8004,0.7999,0.1285,0.326005,326.132
7.801,104.7,312.78,376.26,161.07,0.41,5.382,0.8023,0.5348,0.7333,0.5811,0.6229,0.2223,0.014334,352.395
7.555,106.78,317.98,384.23,151.64,0.451,7.398,0.7326,0.1988,0.9337,0.4008,0.2289,0.0721,0.537585,350.526
7.541,110.4,311.5,397.23,163.5,0.753,5.065,0.9249,0.5084,0.3468,0.3452,0.3759,0.0945,0.027471,367.034
7.155,162.92,315.22,394.49,157.24,0.435,12.751,0.6115,0.1574,0.9009,0.3902,0.8841,0.1968,0.054511,342.407
5.622,129.92,293.26,378.85,164.95,0.473,6.837,0.6243,0.671,0.3252,0.3931,0.3526,0.1833,0.077973,316.99
2.548,164.12,316.61,360.55,154.75,0.62,2.02,1.1478,0.7539,0.7328,0.5085,0.8947,0.1402,0.086471,326.736
1.346,157.22,297.77,367.34,166.48,0.584,9.864,1.1272,0.1104,0.7364,0.3942,0.7586,0.2357,0.081057,310.201
1.695,158.65,305.68,368.09,178.99,0.739,11.787,1.1105,0.4678,0.0183,0.5691,0.5254,0.0592,0.267345,313.342
3.268,120.08,310.5,364.46,169.12,0.606,6.659,0.6734,0.0709,0.3611,0.1836,0.7808,0.0691,0.188853,327.973
4.527,118.99,317.48,387.34,166.93,0.544,9.282,0.9746,0.5982,0.0194,0.32,0.879,0.0553,0.816275,337.662
7.953,139.2,319.7,391.8,173.64,0.337,6.969,1.1457,0.2644,0.9971,0.6773,0.3314,0.1725,0.613612,338.2
4.048,129.25,318.2,365.99,150.17,0.788,3.414,1.1702,0.5276,0.1222,0.7065,0.1934,0.0731,0.037053,342.663
4.673,135.63,293.8,392.31,158.47,0.511,9.157,0.5184,0.5175,0.5428,0.6409,0.1661,0.2192,0.157122,314.488
5.866,103.72,305.48,386.72,179.61,0.586,10.669,0.4931,0.9244,0.7906,0.3728,0.5879,0.1612,0.345293,338.259
2.265,168.01,301.23,372.06,173.48,0.551,4.113,0.7481,0.5491,0.2013,0.457,0.3603,0.0844,0.033774,307.304
7.53,104.07,305.94,384.93,152.71,0.669,10.79,1.0826,0.583,0.4851,0.2457,0.4076,0.183,0.119763,361.172
4.703,112.52,315.87,388.47,159.79,0.623,12.97,0.7755,0.4017,0.6074,0.8729,0.2244,0.1917,0.368784,343.6
2.934,147.47,297.72,378.05,163.2,0.471,13.798,1.0127,0.9491,0.1602,0.7961,0.1685,0.2375,0.023474,324.048
7.546,110.89,310.08,372.16,178.04,0.56,3.002,0.727,0.7772,0.7786,0.8534,0.3557,0.0808,0.184612,347.926
5.378,107.48,325.39,355.09,167.59,0.713,2.927,0.9761,0.2854,0.2993,0.5556,0.2398,0.1041,0.076559,361.906
4.386,110.75,319.25,350.07,152.32,0.617,13.104,0.5395,0.8442,0.211,0.4726,0.1536,0.0658,0.141416,344.884
5.061,104.33,319.01,396.86,165.27,0.777,10.427,1.0418,0.4324,0.5583,0.7951,0.1313,0.1937,0.313897,356.342
6.238,117.59,323.95,363.37,158.68,0.677,2.382,1.0174,0.8287,0.4103,0.4266,0.1473,0.2458,0.2308,360.486
2.082,118.98,305.97,383.15,160.16,0.543,7.679,0.5024,0.8229,0.9203,0.3145,0.6762,0.0896,0.317983,316.373
7.054,134.9,320.38,397.17,153.43,0.704,11.517,1.0853,0.1889,0.8801,0.502,0.5886,0.2294,0.182965,363.467
7.717,130.71,292.35,390.91,163.76,0.521,3.387,0.4061,0.7011,0.4834,0.2357,0.6541,0.207,0.245787,322.156
4.969,133.16,292.26,356.13,170.08,0.407,13.701,0.9918,0.2906,0.3593,0.7153,0.7529,0.0807,0.335278,306.977
5.776,143.12,303.27,390.1,172.79,0.615,13.056,1.0651,0.2975,0.3255,0.4532,0.5974,0.1829,0.098166,334.763
7.019,116.17,297.87,386.32,170.86,0.477,9.107,1.046,0.2963,0.2676,0.6239,0.4834,0.0743,0.153899,327.071
3.624,109.43,310.74,366.47,169.82,0.312,11.777,0.5198,0.7256,0.5445,0.5672,0.7537,0.1266,0.068806,322.658
7.95,161.52,297.33,384.48,176.08,0.407,2.657,0.373,0.2298,0.805,0.568,0.6009,0.2031,0.156004,317.384
5.764,144.38,329.02,391.29,159.97,0.384,4.098,0.3262,0.0009,0.3108,0.8448,0.6602,0.2373,0.834321,344.297
3.968,104.25,324.04,364.57,156.44,0.697,11.728,0.3216,0.7152,0.1901,0.1447,0.4464,0.194,0.391223,351.267
5.741,167.27,329.3,393.45,152.68,0.663,6.943,0.7599,0.1712,0.4755,0.5909,0.4601,0.0954,0.176437,350.762
4.652,148.51,322.31,353.94,154.97,0.607,3.125,0.4802,0.1045,0.069,0.31,0.4579,0.2067,0.193474,340.809
1.781,110.62,328.04,376.37,154.48,0.767,4.707,1.0839,0.2375,0.7013,0.1998,0.3288,0.1656,0.140175,341.938
6.571,167.84,304.72,361.66,177.37,0.389,9.522,0.4477,0.3799,0.5184,0.1438,0.5944,0.1374,0.061544,322.388
4.951,125.58,309.92,386.4,155.42,0.382,1.096,0.9038,0.4759,0.4964,0.7641,0.452,0.0935,0.084998,324.854
6.571,168.92,299.59,358.74,152.82,0.755,2.65,1.1262,0.0446,0.3004,0.419,0.1379,0.1974,0.166657,330.133
2.084,107.23,315.43,367.07,162.01,0.623,3.437,1.1683,0.9706,0.9047,0.6591,0.6598,0.1364,0.156987,328.153
4.769,111.2,321.53,356.37,155.09,0.579,13.368,1.073,0.7161,0.0905,0.8458,0.5025,0.1067,0.186602,346.261
6.366,146.02,309.95,390.6,153.92,0.67,13.372,0.484,0.3232,0.8698,0.7838,0.2516,0.0789,0.59438,339.135
7.918,101.55,301.85,356.61,160.87,0.441,3.581,0.7764,0.3187,0.3767,0.2937,0.1456,0.1761,0.054012,339.056
7.191,101.31,310.31,386.16,177.58,0.597,9.174,0.4661,0.4485,0.8806,0.6083,0.2533,0.1701,0.419072,352.634
7.05,155.44,292.52,385.36,150.91,0.513,5.723,0.8383,0.6262,0.7288,0.3385,0.5085,0.2454,0.131347,319.142
2.732,111.74,318.84,357.12,156.23,0.453,1.23,0.5152,0.1464,0.1042,0.1392,0.1521,0.1932,0.002346,332.626
6.866,164.32,308.06,378.3,174.73,0.738,2.725,0.5971,0.1889,0.8315,0.8264,0.5927,0.1551,0.463376,337.327
2.185,129.81,325.93,374.84,157.36,0.38,0.577,0.7971,0.8594,0.6822,0.6639,0.3174,0.1193,0.171282,332.142
2.387,161.16,326.93,379.73,163.23,0.309,14.771,0.41,0.2563,0.0323,0.7681,0.8719,0.1928,0.966916,331.896
1.771,129.24,295.02,396.86,152.96,0.48,9.921,0.6189,0.3802,0.1337,0.3184,0.7314,0.1137,0.361108,301.411
7.003,137.12,329.84,354.03,173.86,0.399,2.423,0.606,0.8713,0.6356,0.3232,0.189,0.104,0.499885,351.56
1.758,122.16,328.79,391.03,172.09,0.706,11.137,0.8268,0.6631,0.6626,0.2636,0.6709,0.211,0.15974,344.101
1.967,146.07,315.09,393.11,153.84,0.363,9.379,0.8151,0.3417,0.7467,0.3279,0.7652,0.1068,0.000534,331.396
2.721,122.27,323.02,356.31,178.44,0.769,3.504,0.651,0.6837,0.7202,0.1848,0.794,0.0789,0.254344,340.703
5.009,115.62,290.74,382.81,167.72,0.384,7.65,1.079,0.0197,0.6595,0.686,0.5373,0.0866,0.458914,307.145
7.161,105.67,328.82,385.11,173.94,0.745,9.354,0.8786,0.7356,0.7662,0.8767,0.79,0.1594,0.020474,403.258
3.928,104.04,308.25,377.43,172.91,0.384,5.748,1.0241,0.487,0.5751,0.8265,0.7108,0.2101,0.133655,324.893
4.824,121.42,326.39,375.15,165.57,0.324,14.4,0.8137,0.8132,0.2608,0.2174,0.553,0.0963,0.440293,338.052
2.165,151.55,305.4,365.89,172.42,0.544,1.874,0.6431,0.9546,0.9124,0.2688,0.4377,0.1701,0.695672,312.131
2.862,114.39,321.53,384.45,157.13,0.478,2.328,0.6419,0.9258,0.0182,0.3884,0.1017,0.0564,0.295793,333.337
1.937,120.95,306.72,364.28,150.64,0.599,12.921,0.4865,0.9093,0.3666,0.2597,0.5918,0.1403,0.472694,316.585
3.869,163.36,304.51,373.0,160.26,0.62,4.129,1.0501,0.5122,0.7289,0.6492,0.2959,0.0741,0.206211,318.639
5.132,144.74,327.87,392.87,154.58,0.767,2.388,1.0585,0.3601,0.4272,0.6977,0.2821,0.2464,0.135026,358.209
2.988,164.38,317.96,354.48,179.43,0.776,6.111,0.3982,0.465,0.0248,0.7051,0.2141,0.1348,0.093436,333.909
6.922,163.79,323.6,376.42,177.71,0.547,2.941,1.0482,0.6899,0.066,0.5668,0.6468,0.0861,0.352443,347.034
7.869,104.44,311.73,374.3,154.32,0.404,7.813,1.0387,0.884,0.6486,0.303,0.6431,0.2017,0.337606,343.085
1.841,166.85,326.73,368.92,160.32,0.424,11.138,0.8424,0.207,0.9649,0.1967,0.4338,0.0903,0.282118,332.356
1.125,103.58,319.6,379.88,165.28,0.35,11.456,0.9717,0.9182,0.5519,0.4904,0.4748,0.053,0.18894,322.99
6.528,164.79,292.89,350.78,161.96,0.44,4.896,1.129,0.8152,0.5068,0.8112,0.7084,0.1263,0.040669,312.24
2.334,138.27,320.67,374.62,171.0,0.756,10.506,0.7371,0.9789,0.3183,0.3196,0.2229,0.1733,0.44377,332.535
3.472,137.32,290.75,374.28,165.11,0.482,14.499,0.9992,0.8803,0.2567,0.3611,0.2839,0.1083,0.270288,304.781
3.76,149.93,323.16,375.81,166.96,0.615,0.608,1.163,0.2799,0.021,0.6741,0.8539,0.1351,0.849111,338.203
7.416,161.54,303.27,360.62,170.33,0.791,9.872,0.6436,0.106,0.273,0.374,0.8989,0.1087,0.463636,338.085
5.612,143.19,313.93,360.38,150.71,0.353,7.744,0.7022,0.1122,0.4491,0.7977,0.5099,0.227,0.473544,327.619
1.284,129.78,319.98,382.36,150.37,0.688,6.217,0.889,0.2912,0.1979,0.7925,0.4699,0.0991,0.325194,326.431
